"","eld_bounds","pop_in_000","pct","inc_level"
"334","MACPHERSON",0.330484241987122,2.44301232385679,"$10,000 - $10,999"
"335","MARINE PARADE",3.40486856805917,2.7984499615349,"$10,000 - $10,999"
"336","MARSILING-YEW TEE",1.68567952702268,1.85426542701406,"$10,000 - $10,999"
"337","MARYMOUNT",0.441928972614472,3.63549030249479,"$10,000 - $10,999"
"338","MOUNTBATTEN",0.891406242985501,2.77740424238175,"$10,000 - $10,999"
"339","NEE SOON",1.83936612399205,1.84540179862432,"$10,000 - $10,999"
"340","PASIR RIS-PUNGGOL",3.13428263389379,2.74756186444148,"$10,000 - $10,999"
"341","PIONEER",0.221472810657199,1.89035916824197,"$10,000 - $10,999"
"342","POTONG PASIR",1.06644364824411,2.70864912721247,"$10,000 - $10,999"
"343","PUNGGOL WEST",0.250907466495495,2.81711796131329,"$10,000 - $10,999"
"344","RADIN MAS",0.42919449874471,2.67639902676399,"$10,000 - $10,999"
"345","SEMBAWANG",2.63509731948241,2.14127142492821,"$10,000 - $10,999"
"346","SENGKANG",1.93024541512865,3.21392003852288,"$10,000 - $10,999"
"347","TAMPINES",1.57819513369362,2.42159170561807,"$10,000 - $10,999"
"348","TANJONG PAGAR",2.07593968914245,3.16339726357163,"$10,000 - $10,999"
"349","WEST COAST",5.46984544086204,2.42068488438332,"$10,000 - $10,999"
"350","YIO CHU KANG",0.475971677244772,2.56858344296822,"$10,000 - $10,999"
"351","YUHUA",0.120982747691298,2.60314511620544,"$10,000 - $10,999"
"352",NA,NA,NA,"$10,000 - $10,999"
"353","ALJUNIED",2.67620651264744,1.80746763606401,"$11,000 - $11,999"
"354","ANG MO KIO",3.14145464444454,1.77214307845322,"$11,000 - $11,999"
"355","BISHAN-TOA PAYOH",2.18150392169766,2.63949369471412,"$11,000 - $11,999"
"356","BUKIT BATOK",0.190368621760924,1.98341607278833,"$11,000 - $11,999"
"357","BUKIT PANJANG",0.168555275742005,1.24843945068664,"$11,000 - $11,999"
"358","CHUA CHU KANG",1.6064618412401,1.57952399322173,"$11,000 - $11,999"
"359","EAST COAST",2.75327612276697,1.75844120121217,"$11,000 - $11,999"
"360","HOLLAND-BUKIT TIMAH",1.98505753002783,1.82627958995782,"$11,000 - $11,999"
"361","HONG KAH NORTH",0.276699186958245,1.95187598848794,"$11,000 - $11,999"
"362","HOUGANG",0.194722594524091,1.57284768211921,"$11,000 - $11,999"
"363","JALAN BESAR",1.17232409140423,1.74295947717096,"$11,000 - $11,999"
"364","JURONG",1.32514974438118,1.57101595815667,"$11,000 - $11,999"
"365","KEBUN BARU",0.520549869984272,1.67995986876158,"$11,000 - $11,999"
"366","MACPHERSON",0.220324124438085,1.6286844661906,"$11,000 - $11,999"
"367","MARINE PARADE",2.26009464905166,1.85756414888844,"$11,000 - $11,999"
"368","MARSILING-YEW TEE",0.864978373115654,0.951485419779704,"$11,000 - $11,999"
"369","MARYMOUNT",0.392765682248376,3.23105276515188,"$11,000 - $11,999"
"370","MOUNTBATTEN",0.625040662769678,1.94747411979461,"$11,000 - $11,999"
"371","NEE SOON",1.08659380527515,1.09015934156537,"$11,000 - $11,999"
"372","PASIR RIS-PUNGGOL",2.4823157911971,2.17603739038716,"$11,000 - $11,999"
"373","PIONEER",0.13288368639432,1.13421550094518,"$11,000 - $11,999"
"374","POTONG PASIR",0.775240109560383,1.96902428890474,"$11,000 - $11,999"
"375","PUNGGOL WEST",0.22083250476832,2.47944481012807,"$11,000 - $11,999"
"376","RADIN MAS",0.292632612780484,1.82481751824817,"$11,000 - $11,999"
"377","SEMBAWANG",1.26128399589875,1.02491523146771,"$11,000 - $11,999"
"378","SENGKANG",1.1104797949961,1.8489841952428,"$11,000 - $11,999"
"379","TAMPINES",1.10900605630905,1.70166528213332,"$11,000 - $11,999"
"380","TANJONG PAGAR",1.25242560588002,1.90849462303238,"$11,000 - $11,999"
"381","WEST COAST",3.35916392282955,1.4866009323433,"$11,000 - $11,999"
"382","YIO CHU KANG",0.31119485361953,1.6793645226352,"$11,000 - $11,999"
"383","YUHUA",0.0504138112882831,1.08473703192175,"$11,000 - $11,999"
"384",NA,NA,NA,"$11,000 - $11,999"
"385","ALJUNIED",15.3268917950142,10.3515407910498,"$12,000 & Over"
"386","ANG MO KIO",15.2669484036391,8.61232136216159,"$12,000 & Over"
"387","BISHAN-TOA PAYOH",11.4281022577718,13.8273433991642,"$12,000 & Over"
"388","BUKIT BATOK",0.939305441463287,9.78645268649119,"$12,000 & Over"
"389","BUKIT PANJANG",1.02818718202623,7.61548064918852,"$12,000 & Over"
"390","CHUA CHU KANG",7.98496131963848,7.85106602941796,"$12,000 & Over"
"391","EAST COAST",15.3529282824573,9.80549005887464,"$12,000 & Over"
"392","HOLLAND-BUKIT TIMAH",17.6187279832442,16.2094663908136,"$12,000 & Over"
"393","HONG KAH NORTH",1.36195226525107,9.60740778906404,"$12,000 & Over"
"394","HOUGANG",0.942867299800862,7.6158940397351,"$12,000 & Over"
"395","JALAN BESAR",8.23936789755652,12.2499268489335,"$12,000 & Over"
"396","JURONG",7.63962047746237,9.05706372826464,"$12,000 & Over"
"397","KEBUN BARU",2.63325952196083,8.49826419332724,"$12,000 & Over"
"398","MACPHERSON",1.0795808200006,7.98049925770332,"$12,000 & Over"
"399","MARINE PARADE",14.5616451536439,11.9681669073434,"$12,000 & Over"
"400","MARSILING-YEW TEE",4.23748854307068,4.6612825135643,"$12,000 & Over"
"401","MARYMOUNT",1.86568859729019,15.3479251717688,"$12,000 & Over"
"402","MOUNTBATTEN",5.19411528205331,16.1835952275571,"$12,000 & Over"
"403","NEE SOON",3.76204634286694,3.77439107803462,"$12,000 & Over"
"404","PASIR RIS-PUNGGOL",10.2588587366242,8.99307826697931,"$12,000 & Over"
"405","PIONEER",0.568446880686812,4.85192186515438,"$12,000 & Over"
"406","POTONG PASIR",3.43285985611398,8.71908503409027,"$12,000 & Over"
"407","PUNGGOL WEST",0.678236530832425,7.61504764969258,"$12,000 & Over"
"408","RADIN MAS",1.56070726816258,9.7323600973236,"$12,000 & Over"
"409","SEMBAWANG",4.9964147462984,4.06007020850377,"$12,000 & Over"
"410","SENGKANG",4.49414448045462,7.48289356811522,"$12,000 & Over"
"411","TAMPINES",4.94828477487468,7.59267666719275,"$12,000 & Over"
"412","TANJONG PAGAR",12.8204432958589,19.5362878083653,"$12,000 & Over"
"413","WEST COAST",17.2611121670478,7.63892028799859,"$12,000 & Over"
"414","YIO CHU KANG",1.57401895127489,8.49420083263429,"$12,000 & Over"
"415","YUHUA",0.342787445558845,7.37564224512343,"$12,000 & Over"
"416",NA,NA,NA,"$12,000 & Over"
